title,question_fr,proof_fr,widget_fr,widget_en,help_fr,renewable
8.2.6,"Dans les aires communes, avez-vous un système de collecte des matières recyclables?",Photo du système de collecte,"Des bacs de recyclage sont accessibles dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","There are recycling bins in the common area bathrooms (hallways, entrance, restaurant etc.)","Permettre à la clientèle de pouvoir recycler envoie un signal clair sur l'orientation et les valeurs de l'établissement. Évidemment, il est important que le recyclage soit ramassé de manière adéquate sans qu'il soit mélangé aux déchets ultimes. Plusieurs fournisseurs québécois possèdent une offre intéressante de bacs de recyclage dans les aires communes.",
8.2.7,"Dans les aires communes, utilisez-vous du papier à main contenant des matières recyclées et certifié ÉcoLogo?",facture de l'achat et photo du produit,"L'établissement utilise du papier à main contenant des matières recyclées certifié «Écologo» dans les aires communes (salles de bains d'étages, de restaurant et du hall d'entrée, etc.).","The establishment uses paper towel containing recycled fibers certified by ECOLOGO, in the common area bathrooms (hallways, entrance, restaurant etc.)","Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus d'informations, consulter le site www.ecologo.org",
8.2.8,"Dans les aires communes, utilisez-vous du papier tissus contenant des matières recyclées et certifié ÉcoLogo?",facture de l'achat et photo,"L'établissement utilise du papier tissus contenant des matières recyclées certifié Écologo dans les aires communes (salles de bains d'étages, de restaurant et du hall d'entrée, etc.).","The establishment uses tissue paper containing recycled fibers certified by ECOLOGO, in the common area bathrooms (hallways, entrance, restaurant etc.)","Utiliser des produits certifiés ÉCOLOGO favorise la diminution des impacts environnementaux de la fabrication. Certains produits québécois sont aussi certifiés ÉCOLOGO. Pour plus d'informations, consulter le site www.ecologo.org",
8.3.1,"Dans les aires communes, avez-vous installé un système de contrôle automatique de l'éclairage?",Photo du système de contrôle automatique,"L'établissement a installé un système automatique de contrôle de l'éclairage dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","The establishment has installed an automatic control device for lighting in the common area (bathrooms hallways, entrance, restaurant etc.)",Les systèmes de contrôle automatique de l'éclairage pour régler l'éclairage dans les aires communes et notamment les corridors et les escaliers est le meilleur moyen pour s'assurer d'une utilisation optimale de l'énergie pour la lumière.,
8.3.9,"Dans les aires communes, utilisez-vous des séchoirs à air chaud à haut débit pour sécher les mains?",Photo d'un séchoir,"L'établissement a installé des séchoirs à main à air chaud dans les aires communes (salles de bains d'étages, du restaurant et du hall d'entrée, etc.).","The establishement has installed hot air hand-dryers in the common area (restaurant, hallways, entrance bathrooms ect.)",Les séchoirs à air chaud à haut débit permettent de sécher les mains sans consommation de ressources non rencnouvelables. Il est important d'utiliser les séchoirs à haut débit puisque ce sont les seuls qui sèchent suffisamment pour assurer l'élimination des germes.,
8.3.2,"Dans les aires communes, contrôlez-vous le pourcentage d’humidité relative de l'air de façon à ce qu'il se maintienne entre 30 et 50 %?",Copie de la politique régissant le pourcentage d'humidité et photo prouvant le pourcentage,"L'établissement a installé un système automatique de contrôle du pourcentage d’humidité relative de l'air de façon à ce qu'il se maintienne entre 30 et 50 % dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","The establishment has installed an automatic control device of the relative air humidity in order to maintain it between 30 and 50% in the common area (bathrooms hallways, entrance,ect.)",Le contrôle de l'humidité dans les aires communes permet d'optimiser le chauffage tout en augmentant le confort des clients et des employés,
8.3.3,"Dans les aires communes, utilisez-vous des équipements d’éclairage à faible consommation énergétique?",,"L'établissement utilise des ampoules et fluorescents à faible consommation énergétique dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","The establishment uses low-energy consumption fluorescent lights in the common area (bathrooms, hallways, entrance, etc.)",Les ampoules à faible consommation énergétique permettent d'utiliser moins d'énergie et d'augmenter leur vie utile tout en diffusant un éclairage adéquat.,
8.3.4,"Dans les aires communes, avez-vous remplacé les poêles à bois par des poêles électriques ou à gaz?",Facture d'acquisition ou photo et description des poêles,"L'établissement a installé des foyers électriques ou au gaz plutôt qu'au bois dans les aires communes (le hall d'entrée, les salons, etc.).","The establishment has installed fireplaces using electricity or gas instead of wood the common area (bathrooms hallways, entrance, etc.)","Lorsque l'on compare les différents types de foyers, le foyer électrique est le moins dommageable, vient ensuite le foyer au gaz ou le foyer au bois de très grande efficacité (conforme à la norme Washington) et ensuite le foyer au bois conventionnel. Ilest donc préférable de sélectionner le moins dommageable pour son établissement.",
8.3.5,"Dans les aires communes, les foyers sont-ils équipés de portes qui restent fermées?",Photo du foyer,Les portes du ou des foyers de l'établissement restent fermées lorsqu'il est en activité.,The doors of the fireplaces in the establishment remain closed while in activity.,Garder les portes du foyer fermées permet de diminuer la consommation de bois et d'obtenir une meilleure chaleur.,
8.3.6,"Dans les aires communes, utilisez-vous des buches écologiques de résidus de bois densifiés sans additifs?",Facture de l'achat et photo du produit,L'établissement utilise des buches écologiques de résidus de bois densifiés sans additifs dans les foyers.,The establishment uses organic logs made densified wood residu with no additive in the fireplaces.,"Les buches écologiques sont composées de résidus de la dernière transformation du bois. Cela correspond à la pensée des 3 RV (réduire, réutiliser, recycler et valoriser), dans ce cas-ci, valoriser un résidu.",
8.3.7,"Dans les aires communes, utilisez-vous des poêles à bois conforme à la norme B415.1-M92 (Essais et rendements des appareils de chauffage à combustibles solides) de l'Association canadienne de normalisation (CSA)?",Copie de la fiche descriptive du produit,L'établissement a installé des poêles à bois conforme aux normes les plus sévères en termes d'efficacité énergétique et d'émissions polluantes.,The establishment has installed wood fireplaces complying with the strictest standards in terms of energy efficiency and polluting emissions.,Les poêles à bois ne sont pas tous égaux. Il est important pour la sécurité des clients et des employés en plus du respect des normes environnementales sur les émanations dues à la combustion que les poêles à bois soient conformes aux normes les plus sévères dans le domaine.,
8.3.8,"Dans les aires communes, avez-vous installé des fenêtres à haute efficacité thermique?",Facture de l'achat ou photo et description (marque et modèle) d'une fenêtre,"L'établissement a installé des fenêtres à haute efficacité thermiques dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","The establishment has installed high thermic efficiency windows in the common area (restaurant, bathrooms, hallways, entrance,ect.)",Les fenêtres à haute efficacité énergétique permettent d'optimiser la gestion de l'énergie et du chauffage dans les aires communes.,
8.4.1,"Dans les aires communes, avez-vous installé des régulateurs de débit d’eau pour les robinets?",Copie des factures d'achats des régulateurs et photo de l'équipement,"L'établissement a installé des régulateurs de débit pour la majorité des robinets dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","The establishment has installed flow regulators in most of the faucets in the common area (restaurant, hallways, entrance bathrooms ect.)","En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). Les régulateurs de débit pour les robinets dans la chambre est un moyen efficace et discret pour s'assurer d'optimiser l'utilisation de l'eau. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/",
8.4.2,"Dans les aires communes, avez-vous installé des détecteurs de mouvements pour robinets?",Photo des robinets,"L'établissement a installé des détecteurs de mouvements pour la majorité des robinets dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).","The establishment has installed motion sensors for most of the faucets in the common area (restaurant, hallways, entrance bathrooms ect.)","En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). Les détecteurs de mouvements pour régler le débit des robinets dans la chambre est le meilleur moyen pour s'assurer d'une utilisation optimale de l'eau en évitant les gaspillages. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/",
8.4.3,"Dans les aires communes, avez-vous installé des appareils permettant de diminuer la capacité des chasses d'eau ou des toilettes à faible débit?",Copie des factures d'achats des appareils et photo des appareils,"L'établissement a installé des appareils permettant de réduire la consommation d'eau des toilettes ou des toilettes à faible débit dans les aires communes (salles de bains d'étages, le restaurant, le hall d'entrée, les corridors, etc.).",The establishment uses devices to lower the toilet's water consumption or uses low-flow toilets.,"En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). Les appareils permettant de réduire la capacité des chasses d'eau dans la chambre est un excellent moyen pour s'assurer d'une utilisation optimale de l'eau en évitant les gaspillages. Plusieurs informations sont disponibles sur le site de Hydro-Québec : http://www.hydroquebec.com/residentiel/economiser-l-energie/chauffage/economiser-eau/ecoresponsable/",
9.1.1,"Dans les salles de réunion, avez-vous banni l’utilisation des bouteilles d’eau?",Copie de la Politique traitant de l'utilisation des bouteilles d'eau,L'établissement ne distribue pas de bouteilles d'eau dans les salles de réunion.,The establishment doesn't offer bottled water in meeting venues,"En 2011, le Québécois moyen utilisait 364 litres d’eau potable par jour. C’est 45 % de plus que la moyenne canadienne et 75 % de plus que celle de l’Ontario (source : Statistique Canada, Enquête sur les usines de traitement de l’eau potable – 2011). De plus, on sait que l'eau potable provenant des municipalités québécoises est soumise à une vérification régulière qui excède la vérification faite pour l,eau embouteillée, son utilisation est donc plus sécuritaire. L'élimination complète de la distribution de bouteilles d'eau est une mesure pertinente dans un cadre de développement durable.",
9.1.2,"Dans les salles de réunions, avez-vous un système de collecte des matières recyclables?",Photo du système de collecte,Il y a au moins un bac de recyclage par salle de réunion.,There is at least one recycling bin in each meeting venue,"Permettre à la clientèle de pouvoir recycler envoie un signal clair sur l'orientation et les valeurs de l'établissement. Évidemment, il est important que le recyclage soit ramassé de manière adéquate sans qu'il soit mélangé aux déchets ultimes. Plusieurs fournisseurs québécois possèdent une offre intéressante de bacs de recyclage dans les salles de réunion.",
9.1.3,"Dans les salles de réunion, avez-vous posé des revêtements de sol textiles certifiés « Green Label »?",facture de l'achat et photo,Les revêtements de sols des salles de réunions sont certifiés « Green Label ».,Floorings in meeting venues are certified ''Green Label''.,Les matériaux utilisés comme revêtement sont réputés être une source à moyen terme d'émanation de produits toxiques pour la santé. Utiliser des produits ayant une certification environnementale permet de s'assurer que le revêtement a été fait selon des règles environnementales strictes et qu'il n'est pas nocif pour la santé des employés et des clients.,
9.1.4,"Lors des banquets, avez-vous retiré l’utilisation des nappes?",photo des tables utilisées durant une réception,L'établissement n'utilise pas de nappes de tissus ou de papier lors des banquets ou des repas de groupes.,The establishment doesn't use cloth or paper tablecloths for banquets or group meals.,Éliminer les nappes et les tissus permet de réduire grandement la consommation de ressources et d'eau pour la fabrication et l'entretien des tissus. Une belle table avec une surface de qualité est généralement suffisant et sauve des coûts inutiles.,
9.1.5,"Dans les salles de réunions, utilisez-vous des filtres à café réutilisables en tissu ou en acier?",photo de l'équipement et facture confirmant l'achat,Les filtres à café des cafetières des salles de réunions sont réutilisables (tissus ou acier).,Coffee filters in the meeting venue's coffee makers are reusable (cloth or steel).,"Lors de la sélection de produits, il est préférable d'appliquer la pensée des 3 RV (réduire, réutiliser, recycler, valoriser). Dans ce cas, la réutilisation des filtres permet de diminuer la consommation d'eau qu'il faudrait pour en produire des nouveaux (qui est beaucoup plus élevée que la quantité d'eau pour les laver), cela permet aussi de réduire aussi les matières pour la fabrication de filtres neufs et leur transport.",
9.1.6,"Dans les salles de réunions, avez-vous installé des fenêtres à haute efficacité thermique?",Facture de l'achat ou photo et description (marque et modèle) d'une fenêtre,L'établissement a installé des fenêtres à haute efficacité thermiques dans les salles de réunion.,The establishment has installed high thermic efficiency windows in the meeting venues.,Les fenêtres à haute efficacité énergétique permettent d'optimiser la gestion de l'énergie et du chauffage dans les salles de réunion.,
9.1.7,"Dans les salles de réunion, avez-vous installé un système de conférence à distance?",Photo du système dans la salle de réunion,L'établissement a installé un système de conférence à distance dans les salles de réunion.,The establishment has installed a remote conference system in the meeting venues.,"Aujourd'hui, les organisations souhaitent avoir accès aux services qui permettent de réduire les couts. Un service de visioconférence ou de conférence à distance permet d'aller chercher la clientèle corporative plus exigeante et de réduire les impacts environnementaux et économiques.",
9.2.1,"Dans les salles de réunions, utilisez-vous des équipements d’éclairage à faible consommation énergétique (ampoules et fluorescents)?",Photo de l'équipement d'éclairage et de son emballage,L'établissement utilise des ampoules et fluorescents à faible consommation énergétique dans les salles de réunion.,The establishment uses low energetic consumtion fluorescent lights in the metting venues.,Les ampoules à faible consommation énergétique permettent d'utiliser moins d'énergie et d'augmenter leur vie utile tout en diffusant un éclairage adéquat.,
9.2.2,"Dans les salles de réunions, avez-vous équipé le système de chauffage de thermostats électroniques?",Photo du système de chauffage,L'établissement a installé des thermostats électroniques dans les salles de réunion.,The establishment has installed electronic Thermostats in the meeting venues.,"La programmation de thermostats électroniques (individuels ou programmés par le système de gestion énergétique) est un moyen efficace pour assurer un contrôle du chauffage dans l'établissement. De conserver la température entre 21 °C l'hiver et à plus de 23 °C l'été optimise l'énergie pour chauffer les salles de réunion. Pour plus d'information, consulter le site d'Hydro-québec www.hydroquebec.com",
9.2.3,"Dans les salles de réunions, avez-vous installé un système de contrôle automatique de l'éclairage?",Photo du système de contrôle,L'établissement a installé un contrôle automatique de l'éclairage dans les salles de réunion.,The establishment has installed and automatic control device for lighting in the meeting venues.,Les détecteurs de mouvements pour régler l'éclairage dans les salles de réunion est le meilleur moyen pour s'assurer d'une utilisation optimale de l'énergie pour la lumière.,
9.2.4,"Dans les salles de réunions, contrôlez-vous la température ambiante de façon à ce qu'elle se maintienne à moins de 21 °C l'hiver et à plus de 23 °C l'été?",Copie de la politique de gestion de la température et photo de l'équipement prouvant la température des pièces,L'établissement contrôle la température ambiante de façon à ce qu'elle se maintienne à moins de 21 °C l'hiver et à plus de 23 °C l'été.,The establishment sets the Thermostats to maintain an average temperature below 21 °C in winter and higher that 23 °C in the summer.,"La programmation de thermostats électroniques (individuels ou programmés par le système de gestion énergétique) est un moyen efficace pour assurer un contrôle du chauffage dans l'établissement. De conserver la température entre 21 °C l'hiver et à plus de 23 °C l'été optimise l'énergie pour chauffer les salles de réunion. Pour plus d'information, consulter le site d'Hydro-québec www.hydroquebec.com",
9.2.5,"Dans les salles de réunions, avez-vous installé des détecteurs de mouvements pour l’éclairage?",Copie de la facture ou photo et description (marque et modèle) des détecteurs,L'établissement a installé des détecteurs de mouvements pour l'éclairage des salles de réunion.,The establishment has installed motion sensors for the lighting in the meeting venues.,Les détecteurs de mouvements pour régler l'éclairage dans les salles de réunion est le meilleur moyen pour s'assurer d'une utilisation optimale de l'énergie pour la lumière.,
9.2.6,"Dans les salles de réunions, contrôlez-vous le pourcentage d’humidité relative de l'air de façon à ce qu'il se maintienne entre 30 et 50 %?",Copie de la politique régissant le pourcentage d'humidité et photo prouvant le pourcentage,L'établissement a installé un système automatique de contrôle du pourcentage d’humidité relative de l'air de façon à ce qu'il se maintienne entre 30 et 50 % dans les salles de réunion.,The establishment has installed an automatic control device of the relative air humidity in order to maintain it between 30 and 50% in the meeting venues.,Le contrôle de l'humidité dans les salles de réunion permet d'optimiser le chauffage tout en augmentant le confort des clients et des employés,
